0,계약일,가격,타입
206,2009.03.20,48000,102S
207,2009.02.27,42200,102S
208,2008.10.20,50000,102S
209,2008.06.02,47500,102S
210,2008.05.15,45500,102S
211,2008.02.18,47000,102S
212,2007.12.14,46800,102S
213,2007.09.21,53000,102S
214,2007.03.08,45000,102S
215,2006.11.03,45000,102S
216,2006.10.28,44000,102S
217,2006.10.24,44300,102S
218,2006.08.18,41000,102S
219,2006.06.19,39500,102S
220,2006.06.05,40200,102S
221,2006.05.13,35000,102S
222,2006.05.13,39700,102S
223,2006.03.24,30800,102S
224,2006.03.23,31800,102S
225,2006.03.23,31800,102S
226,2006.03.19,31420,102S
227,2006.03.08,30000,102S
228,2006.02.22,29000,102S
229,2006.01.23,29000,102S
230,2006.01.20,26000,102S
