0,계약일,가격,타입
91,2009.06.30,61000,109타입
92,2009.05.11,59000,109타입
93,2009.04.20,50000,109타입
94,2009.01.29,65000,109타입
95,2008.06.04,64750,109타입
96,2008.05.30,63000,109타입
97,2008.03.30,64000,109타입
98,2008.01.21,64800,109타입
99,2007.10.05,64950,109타입
100,2007.09.17,64000,109타입
101,2007.05.23,59500,109타입
102,2006.10.09,61000,109타입
103,2006.10.02,57000,109타입
104,2006.09.16,59000,109타입
105,2006.05.09,53500,109타입
106,2006.04.26,58600,109타입
107,2006.04.25,47300,109타입
108,2006.04.19,53500,109타입
109,2006.04.12,47000,109타입
110,2006.04.11,55000,109타입
111,2006.04.05,54000,109타입
112,2006.02.06,49000,109타입
113,2006.01.25,49500,109타입
114,2006.01.19,40000,109타입
115,2006.01.17,49500,109타입
