0,계약일,가격,타입
207,2017.09.11,39300,111A
208,2017.09.08,40000,109타입
209,2017.09.04,42000,111C
210,2017.09.02,42000,111C
211,2017.08.29,42800,111C
212,2017.08.26,40500,111A
213,2017.08.24,40500,111B
214,2017.08.23,43200,111C
215,2017.08.22,41000,111B
216,2017.08.17,41000,111C
217,2017.08.16,43000,109타입
218,2017.08.12,41200,111A
219,2017.08.12,42000,111B
220,2017.08.11,40500,109타입
221,2017.08.11,41300,111C
222,2017.08.08,41500,109타입
223,2017.08.01,38000,109타입
224,2017.08.01,41000,111B
225,2017.07.31,41500,109타입
226,2017.07.31,38000,111A
227,2017.07.29,42000,111B
228,2017.07.29,42000,111C
229,2017.07.25,41750,109타입
230,2017.07.24,41300,111C
231,2017.07.22,41700,111C
232,2017.07.22,40000,109타입
233,2017.07.22,41000,109타입
234,2017.07.22,42500,111B
235,2017.07.22,40500,111B
236,2017.07.21,39200,109타입
237,2017.07.19,41700,109타입
238,2017.07.19,38500,109타입
239,2017.07.18,39000,111B
240,2017.07.18,38500,111A
241,2017.07.15,39000,109타입
242,2017.07.14,42000,109타입
243,2017.07.14,41600,109타입
244,2017.07.12,40800,109타입
245,2017.07.12,39500,111A
246,2017.07.10,40700,111A
247,2017.07.08,41300,111C
248,2017.07.08,42400,109타입
249,2017.07.06,41600,111A
250,2017.06.30,40000,109타입
251,2017.06.28,40800,109타입
252,2017.06.28,39200,109타입
253,2017.06.24,41000,109타입
254,2017.06.19,39500,109타입
255,2017.06.17,40000,109타입
256,2017.06.14,42300,111C
257,2017.06.09,40500,111B
258,2017.06.08,39300,109타입
259,2017.06.08,38500,109타입
260,2017.06.06,38000,111A
261,2017.06.03,37800,111B
262,2017.05.27,39700,109타입
263,2017.05.27,41000,109타입
264,2017.05.27,39000,109타입
265,2017.05.26,39000,111B
266,2017.05.20,37800,109타입
267,2017.05.13,41500,109타입
268,2017.05.13,40500,111C
269,2017.05.02,41700,111C
270,2017.04.21,38500,111A
271,2017.04.18,38900,111C
272,2017.04.08,37900,111B
273,2017.03.31,41900,111C
274,2017.03.30,40400,111B
275,2017.03.20,41000,109타입
276,2017.03.18,40500,109타입
277,2017.03.17,40600,111B
278,2017.03.14,38800,111A
279,2017.03.14,42100,111C
280,2017.03.14,41700,111C
281,2017.03.09,38500,109타입
282,2017.03.06,40700,111C
283,2017.03.04,39500,111C
284,2017.03.03,38500,111A
285,2017.02.22,38000,111A
286,2017.02.18,41000,109타입
287,2017.02.18,39500,111A
288,2017.02.17,41500,111C
289,2017.02.15,40000,111B
290,2017.02.13,40500,111C
291,2017.02.08,39000,111C
292,2017.02.07,36900,111A
293,2017.02.03,38450,111A
294,2017.01.21,40000,109타입
295,2016.12.31,37700,111A
296,2016.12.28,43000,111C
297,2016.12.23,40800,109타입
298,2016.12.19,42050,111C
299,2016.12.15,39050,109타입
300,2016.12.10,40000,111C
301,2016.11.29,36400,111A
302,2016.11.26,36700,109타입
303,2016.11.24,39300,109타입
304,2016.11.19,41500,111C
305,2016.11.07,42900,111C
306,2016.11.07,40800,109타입
307,2016.11.05,40000,109타입
308,2016.10.29,43200,111C
309,2016.10.28,42000,111C
310,2016.10.27,41000,109타입
311,2016.10.22,41000,111B
312,2016.10.20,41000,111C
313,2016.10.20,40900,109타입
314,2016.10.19,37600,109타입
315,2016.10.18,39500,109타입
316,2016.10.18,40500,109타입
317,2016.10.17,36500,111A
318,2016.10.15,38800,109타입
319,2016.10.15,43000,111C
320,2016.10.11,36700,111C
321,2016.10.11,41800,111C
322,2016.10.11,39700,109타입
323,2016.10.08,38500,109타입
324,2016.10.05,40700,109타입
325,2016.10.03,39700,111A
326,2016.09.30,41000,111B
327,2016.09.29,40500,111B
328,2016.09.26,40300,111B
329,2016.09.22,39500,109타입
330,2016.09.21,37700,111A
331,2016.09.17,40200,109타입
332,2016.09.13,39000,111C
333,2016.09.12,38500,111C
334,2016.09.10,39000,111A
335,2016.09.10,39400,109타입
336,2016.09.10,38000,111A
337,2016.09.09,37000,111A
338,2016.09.09,38800,109타입
339,2016.09.07,38500,111C
340,2016.09.03,37000,111C
341,2016.09.03,38400,111C
342,2016.09.02,39300,111C
343,2016.08.27,39500,109타입
344,2016.08.26,36500,109타입
345,2016.08.24,40000,111B
346,2016.08.24,41000,111C
347,2016.08.23,40000,111B
348,2016.08.20,39000,109타입
349,2016.08.17,39800,111C
350,2016.08.16,38000,111A
351,2016.08.13,38500,111C
352,2016.08.13,38000,111A
353,2016.08.13,40000,111B
354,2016.08.13,36900,111A
355,2016.08.10,39500,111C
356,2016.08.09,39700,111B
357,2016.08.06,38500,109타입
358,2016.08.06,38900,109타입
359,2016.08.06,38400,109타입
360,2016.08.04,40000,111B
361,2016.07.30,37500,111A
362,2016.07.26,37300,111A
363,2016.07.25,38800,109타입
364,2016.07.23,37750,109타입
365,2016.07.20,38500,109타입
366,2016.07.20,38500,109타입
367,2016.07.18,39000,109타입
368,2016.07.16,39900,111B
369,2016.07.16,39000,109타입
370,2016.07.16,37000,109타입
371,2016.07.15,36500,111A
372,2016.07.15,39000,109타입
373,2016.07.12,40000,111C
374,2016.07.09,37500,109타입
375,2016.07.06,37500,109타입
376,2016.07.05,37000,111C
377,2016.07.04,39500,111C
378,2016.07.02,36800,111A
379,2016.06.30,38200,109타입
380,2016.06.30,38300,109타입
381,2016.06.29,38500,109타입
382,2016.06.28,39500,111C
383,2016.06.24,38800,109타입
384,2016.06.24,38000,109타입
385,2016.06.24,38900,109타입
386,2016.06.23,37500,111B
387,2016.06.20,36700,109타입
388,2016.06.18,39800,111C
389,2016.06.18,36000,111B
390,2016.06.09,37700,109타입
391,2016.06.08,38000,111A
392,2016.06.02,36500,111A
393,2016.05.30,37800,111A
394,2016.05.30,38900,111C
395,2016.05.28,37900,109타입
396,2016.05.28,38300,109타입
397,2016.05.14,36800,109타입
398,2016.05.04,37000,111C
399,2016.04.30,38500,109타입
400,2016.04.30,37900,111C
401,2016.04.29,35800,109타입
402,2016.04.20,39500,111C
403,2016.04.19,36000,111A
404,2016.04.08,36500,111B
405,2016.03.29,37000,109타입
406,2016.03.28,34900,111C
407,2016.03.26,37000,111A
408,2016.03.26,37000,111B
409,2016.03.19,39800,111C
410,2016.03.15,37000,111B
411,2016.03.12,36000,109타입
412,2016.03.02,37850,111B
413,2016.03.01,35000,111B
414,2016.03.01,38000,111C
415,2016.02.24,37950,109타입
416,2016.02.20,39800,111C
417,2016.02.15,35300,111A
418,2016.02.13,36650,111B
419,2016.01.25,37000,111C
420,2016.01.21,37000,111B
421,2016.01.09,39500,109타입
422,2015.12.19,39000,111B
423,2015.12.02,38700,109타입
424,2015.11.28,36000,109타입
425,2015.11.26,39000,111C
426,2015.11.16,36500,109타입
427,2015.11.14,39000,111C
428,2015.11.11,37500,111A
429,2015.11.02,37000,111C
430,2015.10.26,39500,109타입
431,2015.10.22,35000,111A
432,2015.10.22,37500,111C
433,2015.10.20,36000,109타입
434,2015.10.17,39000,111C
435,2015.10.17,38500,109타입
436,2015.10.16,36000,111B
437,2015.10.15,39700,109타입
438,2015.10.14,38000,111C
439,2015.10.14,36500,109타입
440,2015.10.10,38000,111C
441,2015.10.09,38300,109타입
442,2015.10.07,36000,109타입
443,2015.10.06,39000,109타입
444,2015.10.05,35500,111A
445,2015.10.03,35000,111A
446,2015.10.02,38500,109타입
447,2015.09.30,38200,109타입
448,2015.09.24,33600,109타입
449,2015.09.23,38000,111B
450,2015.09.22,37000,109타입
451,2015.09.22,37300,111C
452,2015.09.21,37700,111B
453,2015.09.19,34500,109타입
454,2015.09.19,34500,109타입
455,2015.09.19,36000,111A
456,2015.09.18,37800,109타입
457,2015.09.17,37000,109타입
458,2015.09.16,35400,111A
459,2015.09.16,35200,111A
460,2015.09.16,36000,109타입
461,2015.09.15,35500,109타입
462,2015.09.14,37000,109타입
463,2015.09.12,36500,109타입
464,2015.09.12,36000,111A
465,2015.09.12,37500,109타입
466,2015.09.11,35500,111B
467,2015.09.09,36000,111C
468,2015.09.09,36800,109타입
469,2015.09.09,36500,111C
470,2015.09.09,38500,111B
471,2015.09.08,38000,111C
472,2015.09.05,37500,109타입
473,2015.09.05,35500,109타입
474,2015.09.05,37000,111B
475,2015.09.05,36500,109타입
476,2015.09.03,37000,111C
477,2015.09.03,35500,109타입
478,2015.09.03,36500,109타입
479,2015.09.03,36800,111C
480,2015.09.01,36400,111A
481,2015.09.01,36000,109타입
482,2015.08.29,36800,109타입
483,2015.08.24,35950,111C
484,2015.08.24,35500,111C
485,2015.08.22,35900,109타입
486,2015.08.21,37900,111C
487,2015.08.21,35100,109타입
488,2015.08.20,36500,109타입
489,2015.08.19,36900,109타입
490,2015.08.18,35800,111A
491,2015.08.18,35100,111A
492,2015.08.17,35800,109타입
493,2015.08.14,36800,111B
494,2015.08.10,35000,111A
495,2015.08.08,35700,111B
496,2015.08.08,36700,109타입
497,2015.07.31,36000,109타입
498,2015.07.18,37400,111C
499,2015.07.17,34000,111A
500,2015.07.14,36000,109타입
501,2015.07.13,35900,109타입
502,2015.07.13,36000,111B
503,2015.07.03,36900,111C
504,2015.07.01,32800,111B
505,2015.07.01,35000,109타입
506,2015.06.26,35400,111B
507,2015.06.25,37900,109타입
508,2015.06.22,35400,109타입
509,2015.06.20,35800,111B
510,2015.06.18,34800,111A
511,2015.06.13,34800,109타입
512,2015.06.09,35500,109타입
513,2015.06.06,35300,109타입
514,2015.06.05,35000,109타입
515,2015.06.02,34100,111B
516,2015.06.01,33500,109타입
517,2015.06.01,36000,109타입
518,2015.05.30,33800,111A
519,2015.05.28,33300,109타입
520,2015.05.23,35500,111A
521,2015.05.23,36000,111B
522,2015.05.14,37800,111C
523,2015.05.14,35750,111C
524,2015.05.14,37000,111C
525,2015.05.13,32500,111A
526,2015.05.08,33850,111A
527,2015.05.08,36500,111C
528,2015.04.29,33500,111A
529,2015.04.25,35800,111B
530,2015.04.23,35300,109타입
531,2015.04.23,36000,109타입
532,2015.04.23,37500,111C
533,2015.04.14,34500,109타입
534,2015.04.10,34200,111A
535,2015.04.08,36000,111B
536,2015.04.03,35500,109타입
537,2015.04.01,32800,111A
538,2015.03.26,31500,111A
539,2015.03.26,32500,111A
540,2015.03.25,32200,111A
541,2015.03.24,34000,109타입
542,2015.03.21,33500,111C
543,2015.03.17,37000,111C
544,2015.03.17,34500,111A
545,2015.03.14,36400,109타입
546,2015.03.14,32900,111A
547,2015.03.14,33500,111C
548,2015.03.10,34500,111B
549,2015.03.10,35550,111B
550,2015.03.10,34000,109타입
551,2015.03.09,33000,111A
552,2015.03.07,33300,111A
553,2015.03.07,35000,109타입
554,2015.03.06,34800,111C
555,2015.03.06,36000,111B
556,2015.03.04,32000,111A
557,2015.03.03,32000,111A
558,2015.03.02,34950,111B
559,2015.02.26,35000,111B
560,2015.02.25,34800,111A
561,2015.02.23,28000,111C
562,2015.02.23,32000,111A
563,2015.02.14,34700,111A
564,2015.02.14,35200,109타입
565,2015.02.11,36300,111C
566,2015.02.10,34800,111B
567,2015.02.09,34500,111C
568,2015.02.09,33500,109타입
569,2015.02.07,33800,111A
570,2015.02.06,31800,111A
571,2015.02.04,32800,111A
572,2015.02.03,35500,111C
573,2015.02.02,35200,109타입
574,2015.01.28,33800,111B
575,2015.01.27,32300,109타입
576,2015.01.26,35500,109타입
577,2015.01.26,34500,111B
578,2015.01.23,35000,109타입
579,2015.01.17,33900,111C
580,2015.01.16,34400,109타입
581,2015.01.13,34800,111B
582,2015.01.09,35000,111B
583,2015.01.07,33000,109타입
584,2015.01.05,36400,111B
585,2015.01.01,32000,111B
586,2014.12.31,33700,109타입
587,2014.12.29,35000,111C
588,2014.12.25,32000,111C
589,2014.12.20,34600,111C
590,2014.12.20,34600,109타입
591,2014.12.16,34850,111B
592,2014.12.15,32200,111C
593,2014.12.15,36300,111C
594,2014.12.06,33100,109타입
595,2014.11.29,34100,109타입
596,2014.11.29,34100,109타입
597,2014.11.26,32800,109타입
598,2014.11.21,34200,111C
599,2014.11.20,31500,111A
600,2014.11.15,33000,109타입
601,2014.11.12,35000,109타입
602,2014.11.08,34400,111C
603,2014.11.01,35500,111B
604,2014.10.30,32500,111A
605,2014.10.25,34500,109타입
606,2014.10.25,36100,111C
607,2014.10.14,32500,109타입
608,2014.10.11,37000,109타입
609,2014.10.09,32000,111A
610,2014.10.09,34900,111C
611,2014.10.03,35800,111C
612,2014.10.02,34000,111B
613,2014.10.01,36000,109타입
614,2014.09.29,34400,111C
615,2014.09.23,36000,109타입
616,2014.09.22,34500,109타입
617,2014.09.22,34500,111C
618,2014.09.17,34000,111A
619,2014.09.16,32000,111A
620,2014.09.15,35000,111C
621,2014.09.15,35500,111C
622,2014.09.13,35800,111B
623,2014.09.04,34800,109타입
624,2014.09.01,35750,111B
625,2014.08.30,34200,109타입
626,2014.08.30,32800,109타입
627,2014.08.30,34000,109타입
628,2014.08.16,34300,111C
629,2014.08.15,34000,111C
630,2014.08.15,34900,109타입
631,2014.08.14,35500,111C
632,2014.08.12,33000,109타입
633,2014.08.09,35500,111C
634,2014.08.09,33800,111A
635,2014.08.07,31500,111A
636,2014.07.30,34500,109타입
637,2014.07.29,35500,111C
638,2014.07.28,34900,109타입
639,2014.07.26,35000,109타입
640,2014.07.19,33800,111C
641,2014.07.19,33700,111C
642,2014.07.16,35000,111C
643,2014.07.07,33000,111B
644,2014.07.03,31900,111C
645,2014.07.02,33200,111B
646,2014.06.30,31500,111A
647,2014.06.27,33500,111A
648,2014.06.26,34300,109타입
649,2014.06.16,32000,111A
650,2014.06.16,34000,109타입
651,2014.06.10,36300,109타입
652,2014.05.26,33900,109타입
653,2014.05.19,32250,111A
654,2014.05.19,35800,111C
655,2014.05.17,33800,111C
656,2014.05.17,33900,109타입
657,2014.05.16,33000,111A
658,2014.05.13,33250,109타입
659,2014.05.10,34600,109타입
660,2014.04.26,31000,109타입
661,2014.04.25,33500,109타입
662,2014.04.15,33000,111C
663,2014.04.05,32800,111A
664,2014.04.04,33000,111C
665,2014.03.22,35000,111C
666,2014.03.19,31900,111A
667,2014.03.18,34000,109타입
668,2014.03.18,32000,109타입
669,2014.03.17,33300,111A
670,2014.03.11,36000,111B
671,2014.03.11,34800,111C
672,2014.03.08,36000,111C
673,2014.03.03,33500,111B
674,2014.03.03,34700,109타입
675,2014.02.27,33350,111A
676,2014.02.26,31500,109타입
677,2014.02.22,30900,111B
678,2014.02.22,34500,109타입
679,2014.02.21,34000,109타입
680,2014.02.20,35000,109타입
681,2014.02.17,33300,111C
682,2014.02.08,32500,111B
683,2014.02.06,34850,109타입
684,2014.02.03,33000,111C
685,2014.01.29,34800,111B
686,2014.01.14,34000,109타입
687,2014.01.03,32000,109타입
688,2014.01.02,32700,111A
689,2013.12.28,35000,109타입
690,2013.12.28,32000,109타입
