0,계약일,가격,타입
213,2009.09.01,36000,105N
214,2009.08.26,32000,105N
215,2009.08.15,34600,104S
216,2009.08.13,37000,105N
217,2009.08.06,38000,105N
218,2009.06.13,32500,105N
219,2009.05.14,35400,105N
220,2009.05.04,33000,104S
221,2009.04.18,31500,105N
222,2009.04.14,42750,105N
223,2009.04.09,32250,105N
224,2009.03.31,33800,105N
225,2009.03.19,34250,105N
226,2009.02.16,39000,105N
227,2009.01.10,32000,105N
228,2008.09.01,37800,104S
229,2008.08.05,38000,105N
230,2008.07.10,38700,104S
231,2008.07.09,33500,105N
232,2008.06.25,32900,105N
233,2008.06.09,43000,105N
234,2008.06.06,36800,105N
235,2008.05.30,33500,105N
236,2008.05.28,36000,105N
237,2008.05.13,39000,105N
238,2008.05.05,35800,105N
239,2008.05.03,36300,105N
240,2008.04.19,36500,104S
241,2008.04.14,35000,105N
242,2008.04.06,35500,104S
243,2008.04.06,34800,105N
244,2008.03.31,34900,105N
245,2008.03.29,31700,104S
246,2008.03.26,35350,105N
247,2008.03.25,34400,104S
248,2008.03.24,32900,105N
249,2008.03.22,35000,105N
250,2008.03.21,31500,105N
251,2008.02.21,35000,105N
252,2008.02.11,32700,105N
253,2008.02.04,29000,105N
254,2008.01.31,33900,104S
255,2008.01.26,34500,105N
256,2008.01.11,34000,105N
257,2008.01.04,33200,105N
258,2007.12.24,31500,104S
259,2007.12.04,33000,105N
260,2007.11.15,31700,105N
261,2007.11.09,32800,105N
262,2007.11.07,33600,105N
263,2007.11.02,31300,104S
264,2007.10.26,33000,105N
265,2007.10.26,34100,105N
266,2007.10.17,30000,105N
267,2007.10.16,32800,105N
268,2007.10.01,33300,105N
269,2007.09.19,28500,105N
270,2007.08.11,30300,105N
271,2007.07.30,28000,105N
272,2007.07.23,31000,105N
273,2007.07.13,32200,105N
274,2007.06.30,32000,105N
275,2007.06.13,30000,104S
276,2007.05.19,32500,105N
277,2007.05.17,33500,105N
278,2007.05.01,32000,104S
279,2007.04.30,30000,105N
280,2007.04.07,24000,105N
281,2007.04.07,29700,104S
282,2007.01.05,28500,104S
283,2007.01.04,29000,105N
284,2006.12.20,28200,104S
285,2006.12.15,24500,105N
286,2006.12.11,27500,104S
287,2006.11.24,26000,104S
288,2006.11.24,23000,105N
289,2006.11.11,23100,105N
290,2006.10.30,24800,105N
291,2006.10.28,22300,104S
292,2006.10.28,25000,104S
293,2006.10.23,22800,105N
294,2006.10.20,27000,105N
295,2006.10.19,26300,105N
296,2006.10.18,23000,104S
297,2006.10.18,22900,104S
298,2006.10.14,23000,105N
299,2006.10.14,23250,104S
300,2006.10.14,19400,105N
301,2006.10.13,23000,104S
302,2006.10.12,23900,105N
303,2006.10.10,18300,104S
304,2006.10.10,21800,105N
305,2006.10.09,24200,105N
306,2006.10.02,22800,105N
307,2006.09.27,22500,104S
308,2006.09.25,21300,105N
309,2006.09.25,20000,105N
310,2006.09.15,23200,105N
311,2006.09.14,21800,104S
312,2006.09.12,22800,105N
313,2006.09.12,21400,105N
314,2006.09.09,23000,104S
315,2006.09.07,24300,105N
316,2006.08.30,21800,104S
317,2006.08.28,20800,105N
318,2006.08.07,23200,104S
319,2006.08.05,21400,104S
320,2006.07.20,20800,105N
321,2006.07.15,19400,105N
322,2006.07.06,20800,104S
323,2006.06.28,18900,104S
324,2006.06.13,23500,104S
325,2006.06.10,21500,105N
326,2006.06.10,22700,105N
327,2006.06.05,22800,104S
328,2006.06.02,19000,105N
329,2006.05.30,21400,104S
330,2006.05.26,22800,104S
331,2006.05.20,21000,104S
332,2006.05.13,19900,105N
333,2006.05.13,19800,105N
334,2006.05.13,17900,105N
335,2006.05.03,20600,105N
336,2006.05.02,22000,104S
337,2006.04.27,22500,104S
338,2006.04.24,20800,105N
339,2006.04.20,21300,104S
340,2006.04.12,19000,105N
341,2006.03.30,16250,105N
342,2006.03.30,18600,105N
343,2006.03.16,23000,104S
344,2006.03.13,21600,104S
345,2006.03.11,23400,105N
346,2006.03.11,20400,104S
347,2006.03.11,21000,105N
348,2006.03.10,23400,105N
349,2006.02.28,18700,105N
350,2006.02.20,24000,105N
351,2006.02.16,18500,104S
352,2006.01.26,21300,104S
353,2006.01.04,21900,105N
354,2006.01.02,21000,105N
